dict_id,direction,direction_known,prep_rows,prep_anomali_rate,billex_rows,billex_null_rate,billex_empty_ind_rate,billex_empty_reg_rate,billex_multiword_ind_rate,billex_multiword_reg_rate,billex_identical_rate,billex_duplicate_rate,billex_vocab_size_ind,billex_vocab_size_reg,billex_total_tokens_ind,billex_total_tokens_reg,billex_ttr_ind,billex_ttr_reg,billex_suspicious_char_rate,billex_mean_len_ind,billex_mean_len_reg,morph_rows,morph_tag_coverage,morph_inline_pos_rate,morph_mean_form_tokens,morph_duplicate_rate,morph_tag_pct_n,morph_tag_pct_v,morph_tag_pct_vt,morph_tag_pct_vi,morph_tag_pct_a,morph_tag_pct_adv,parcor_rows,parcor_null_rate,parcor_placeholder_rate,parcor_short_rate,parcor_imbalanced_rate,parcor_duplicate_rate,parcor_mean_len_asal,parcor_mean_len_tujuan,morph_fixed_rows,morph_fixed_tag_coverage,morph_fixed_inline_pos_rate,morph_fixed_mean_form_tokens,morph_fixed_duplicate_rate,morph_fixed_tag_pct_n,morph_fixed_tag_pct_v,morph_fixed_tag_pct_vt,morph_fixed_tag_pct_vi,morph_fixed_tag_pct_a,morph_fixed_tag_pct_adv,parcor_fixed_rows,parcor_fixed_null_rate,parcor_fixed_placeholder_rate,parcor_fixed_short_rate,parcor_fixed_imbalanced_rate,parcor_fixed_duplicate_rate,parcor_fixed_mean_len_asal,parcor_fixed_mean_len_tujuan,violations_prefix,violation_count_prefix,tier_prefix,violations_postfix,violation_count_postfix,tier_postfix
34,1,True,11225,0.4798,5730,0.0003,0.0003,0.0009,0.2084,0.1583,0.0569,0.0108,6701.0,3523.0,8288.0,4827.0,0.8085,0.7299,0.0494,8.95,5.92,2322,0.3243,0.0749,2.7,0.0284,0.4595,0.34,0.0,0.0,0.1833,0.0053,4407,0.1101,0.2067,0.5571,0.0656,0.0141,3.74,4.42,2322,0.4212,0.0,2.31,0.037,0.4182,0.3323,0.001,0.0337,0.1779,0.0245,4407,0.1101,0.002,0.5571,0.0656,0.0141,3.74,4.42,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_placeholders;parcor_high_short_rows,5,broken,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_short_rows,4,broken
35,1,True,3146,0.275,2241,0.0,0.0,0.0022,0.0915,0.1709,0.0866,0.0344,2067.0,1666.0,2632.0,2183.0,0.7853,0.7632,0.0,8.42,6.46,999,0.7788,0.1111,1.98,0.1702,0.4075,0.5141,0.0,0.0,0.0566,0.0129,2281,0.0285,0.3433,0.1214,0.0675,0.0009,15.2,17.17,999,0.9369,0.0,1.28,0.1922,0.4071,0.4615,0.0021,0.0491,0.0577,0.015,2281,0.0285,0.0009,0.1214,0.0675,0.0009,15.2,17.17,parcor_high_placeholders,1,needs_attention,,0,good
36,1,True,2792,0.4842,1434,0.0007,0.0007,0.0,0.0551,0.1283,0.0467,0.0488,1413.0,1236.0,1738.0,1425.0,0.813,0.8674,0.0,8.52,6.99,626,0.7412,0.0911,1.61,0.139,0.2931,0.6379,0.0,0.0,0.0453,0.0086,1258,0.058,0.4324,0.2289,0.0302,0.0056,19.52,20.46,626,0.845,0.0,1.21,0.1629,0.3119,0.6049,0.0057,0.0038,0.051,0.0095,1258,0.058,0.0032,0.2289,0.0302,0.0056,19.52,20.46,parcor_high_null_rate;parcor_high_placeholders,2,needs_attention,parcor_high_null_rate,1,needs_attention
37,1,True,361,0.651,96,0.0,0.0,0.0,0.4271,0.0625,0.0833,0.0,251.0,81.0,283.0,81.0,0.8869,1.0,0.0,19.95,6.39,2,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,260,0.0115,0.7423,0.1308,0.0731,0.0,81.2,82.12,2,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,260,0.0115,0.0,0.1308,0.0731,0.0,81.2,82.12,billex_high_multiword_ind;morph_too_few_rows;parcor_high_placeholders,3,broken,billex_high_multiword_ind;morph_too_few_rows,2,needs_attention
38,1,True,4372,0.935,124,0.0,0.0,0.0,0.6532,0.1129,0.0,0.0403,344.0,54.0,584.0,58.0,0.589,0.931,0.0,23.1,4.4,73,0.0137,0.4658,4.26,0.0137,0.0,0.0,0.0,0.0,1.0,0.0,1817,0.0352,0.4651,0.2306,0.055,0.0022,31.08,32.18,73,0.6164,0.0,2.19,0.0548,0.3556,0.0667,0.1778,0.3556,0.0444,0.0,1817,0.0352,0.0066,0.2306,0.055,0.0022,31.08,32.18,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_placeholders,3,broken,billex_high_multiword_ind,1,needs_attention
41,1,True,13390,0.4045,7825,0.0001,0.0001,0.0004,0.2344,0.1649,0.0584,0.0196,7200.0,4866.0,11113.0,7080.0,0.6479,0.6873,0.0129,8.61,6.18,2883,0.4093,0.0891,2.44,0.0884,0.3932,0.4559,0.0,0.0,0.1314,0.0034,4221,0.0336,0.3807,0.4286,0.0547,0.0036,4.25,5.0,2883,0.5113,0.0,2.05,0.1072,0.3874,0.4423,0.0,0.0129,0.1282,0.0156,4221,0.0336,0.0142,0.4286,0.0547,0.0036,4.25,5.0,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_placeholders;parcor_high_short_rows,4,broken,billex_high_multiword_ind;parcor_high_short_rows,2,needs_attention
42,1,True,6931,0.38,3225,0.0,0.0,0.0028,0.1656,0.1991,0.0282,0.0791,2807.0,1763.0,5140.0,2624.0,0.5461,0.6719,0.0336,10.13,6.0,1037,0.5178,0.3607,4.18,0.2015,0.8324,0.0577,0.0,0.0,0.095,0.0112,3683,0.0138,0.3861,0.2115,0.079,0.0008,10.1,10.77,1037,0.9151,0.0,1.35,0.3115,0.6228,0.0516,0.1897,0.0537,0.0664,0.0105,3683,0.0138,0.0071,0.2115,0.079,0.0008,10.1,10.77,billex_high_multiword_ind;parcor_high_placeholders,2,needs_attention,billex_high_multiword_ind,1,needs_attention
43,1,True,4917,0.2975,3417,0.0,0.0,0.0012,0.1112,0.1452,0.0457,0.0258,2940.0,2543.0,4702.0,3407.0,0.6253,0.7464,0.0044,9.78,7.31,1444,0.759,0.1981,2.12,0.2909,0.354,0.6077,0.0,0.0,0.0328,0.0055,3705,0.0121,0.3179,0.1776,0.0683,0.0019,9.62,10.35,1444,0.9612,0.0,1.22,0.3359,0.3991,0.554,0.0014,0.0029,0.0317,0.0108,3705,0.0121,0.0032,0.1776,0.0683,0.0019,9.62,10.35,billex_high_multiword_ind;parcor_high_placeholders,2,needs_attention,billex_high_multiword_ind,1,needs_attention
44,0,True,2002,0.9885,3,0.0,0.0,0.0,0.6667,0.3333,0.0,0.0,6.0,3.0,6.0,3.0,1.0,1.0,0.0,9.0,9.0,0,,,,,,,,,,,687,0.0378,0.5138,0.1951,0.1019,0.0,13.42,13.99,0,,,,,,,,,,,687,0.0378,0.0087,0.1951,0.1019,0.0,13.42,13.99,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;parcor_high_placeholders,4,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows,3,broken
45,1,True,3664,0.3352,2377,0.0,0.0,0.0008,0.0888,0.1603,0.0639,0.0324,2341.0,1721.0,2899.0,2222.0,0.8075,0.7745,0.0,8.52,6.32,1039,0.7132,0.1145,2.26,0.1145,0.4534,0.4629,0.0,0.0,0.0702,0.0108,2332,0.0789,0.2732,0.2281,0.0407,0.0034,11.14,11.88,1039,0.8855,0.0,1.41,0.1299,0.4185,0.4196,0.0,0.0717,0.0772,0.0087,2332,0.0789,0.0017,0.2281,0.0407,0.0034,11.14,11.88,parcor_high_null_rate;parcor_high_placeholders,2,needs_attention,parcor_high_null_rate,1,needs_attention
46,0,True,13239,0.3413,8618,0.0,0.0,0.0002,0.1354,0.2344,0.0406,0.0056,8739.0,4829.0,11077.0,9653.0,0.7889,0.5003,0.0001,8.64,8.0,4621,0.8383,0.1199,1.74,0.0221,0.1187,0.6799,0.0,0.0,0.1172,0.0733,8484,0.0152,0.3703,0.351,0.0946,0.0041,4.3,5.84,4621,0.9632,0.0,1.25,0.029,0.1206,0.6803,0.0009,0.0047,0.1137,0.0692,8484,0.0152,0.0092,0.351,0.0946,0.0041,4.3,5.84,billex_high_multiword_ind;parcor_high_placeholders;parcor_high_short_rows,3,broken,billex_high_multiword_ind;parcor_high_short_rows,2,needs_attention
48,0,True,233,0.9442,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,20.0,2.0,0,,,,,,,,,,,193,0.0259,0.5544,0.1554,0.0415,0.0,51.23,51.88,0,,,,,,,,,,,193,0.0259,0.0104,0.1554,0.0415,0.0,51.23,51.88,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;parcor_high_placeholders,4,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows,3,broken
50,1,True,1620,0.7333,410,0.0024,0.0024,0.0,0.161,0.0341,0.0171,0.0,486.0,390.0,528.0,409.0,0.9205,0.9535,0.0,7.16,5.72,252,0.1548,0.0278,1.79,0.004,0.6154,0.1282,0.0,0.0,0.2051,0.0,679,0.0412,0.2253,0.5567,0.0206,0.0,12.63,13.12,252,0.1825,0.0,1.72,0.0079,0.5435,0.1522,0.0,0.0,0.2609,0.0,679,0.0412,0.0133,0.5567,0.0206,0.0,12.63,13.12,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_placeholders;parcor_high_short_rows,4,broken,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_short_rows,3,broken
51,0,True,2095,0.8282,294,0.0,0.0,0.0,0.2959,0.0986,0.0,0.0,587.0,61.0,695.0,222.0,0.8446,0.2748,0.034,16.04,5.04,39,0.1538,0.1538,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,813,0.0271,0.4071,0.3432,0.1759,0.0,8.99,10.37,39,0.3333,0.0,3.23,0.0,0.9231,0.0,0.0769,0.0,0.0,0.0,813,0.0271,0.0049,0.3432,0.1759,0.0,8.99,10.37,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_placeholders;parcor_high_short_rows,4,broken,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_short_rows,3,broken
52,0,True,2682,0.9899,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,9.0,3.0,9.0,3.0,1.0,1.0,0.0,9.0,3.8,0,,,,,,,,,,,2111,0.0123,0.5372,0.1549,0.0602,0.0009,11.71,12.37,0,,,,,,,,,,,2111,0.0123,0.0066,0.1549,0.0602,0.0009,11.71,12.37,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;parcor_high_placeholders,4,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows,3,broken
54,1,True,2356,0.5378,1085,0.0,0.0,0.0,0.2018,0.0498,0.0682,0.0138,1542.0,931.0,1657.0,1164.0,0.9306,0.7998,0.0,9.7,6.25,728,0.1992,0.0371,2.26,0.0124,0.4552,0.2828,0.0,0.0,0.2552,0.0,1174,0.0009,0.0009,0.0877,0.029,0.006,6.07,6.12,728,0.2349,0.0,2.17,0.0124,0.4737,0.2515,0.0,0.0,0.269,0.0,1174,0.0009,0.0009,0.0877,0.029,0.006,6.07,6.12,billex_high_multiword_ind;morph_low_tag_coverage,2,needs_attention,billex_high_multiword_ind;morph_low_tag_coverage,2,needs_attention
55,1,True,2668,0.4262,1508,0.0,0.0,0.0007,0.1956,0.0584,0.0743,0.0139,1997.0,1252.0,2394.0,1338.0,0.8342,0.9357,0.0096,11.16,6.58,422,0.609,0.3507,2.07,0.0237,0.2646,0.7004,0.0,0.0,0.0233,0.0117,1829,0.0027,0.597,0.2165,0.07,0.0,9.85,10.28,422,0.9597,0.0,1.12,0.0284,0.3333,0.6321,0.0,0.0,0.0247,0.0099,1829,0.0027,0.0027,0.2165,0.07,0.0,9.85,10.28,billex_high_multiword_ind;parcor_high_placeholders,2,needs_attention,billex_high_multiword_ind,1,needs_attention
56,0,True,3119,0.9885,13,0.0,0.0,0.0,0.4615,0.1538,0.0,0.0,42.0,4.0,46.0,5.0,0.913,0.8,0.0,20.62,3.31,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347,0.0166,0.4879,0.193,0.0895,0.0021,13.34,13.85,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2347,0.0166,0.006,0.193,0.0895,0.0021,13.34,13.85,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_placeholders,5,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows,3,broken
57,0,True,2650,0.9811,9,0.1111,0.1111,0.0,0.6667,0.0,0.0,0.0,32.0,1.0,34.0,1.0,0.9412,1.0,0.0,23.56,2.44,3,0.0,0.3333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529,0.0249,0.2923,0.1923,0.1105,0.0,20.11,21.03,3,0.6667,0.0,2.0,0.3333,0.0,0.0,0.0,0.5,0.5,0.0,1529,0.0249,0.0124,0.1923,0.1105,0.0,20.11,21.03,billex_too_few_rows;billex_high_null_rate;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_placeholders,6,broken,billex_too_few_rows;billex_high_null_rate;billex_high_multiword_ind;morph_too_few_rows,4,broken
58,0,True,5255,0.9882,34,0.0588,0.0588,0.0294,0.8235,0.1765,0.0,0.0,149.0,25.0,203.0,25.0,0.734,1.0,0.0,34.29,5.24,9,0.0,0.2222,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532,0.1286,0.0163,0.6044,0.0627,0.0189,6.9,7.36,9,0.2222,0.0,4.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1532,0.1286,0.0,0.6044,0.0627,0.0189,6.9,7.36,billex_too_few_rows;billex_high_null_rate;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_short_rows,7,broken,billex_too_few_rows;billex_high_null_rate;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_short_rows,7,broken
60,0,True,1644,0.8656,105,0.0,0.0,0.0095,0.9333,0.0762,0.0,0.0476,968.0,35.0,1510.0,37.0,0.6411,0.9459,0.0,78.49,3.43,7,0.0,0.1429,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942,0.0297,0.2834,0.2972,0.1561,0.0,37.4,39.48,7,0.1429,0.0,2.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,942,0.0297,0.0042,0.2972,0.1561,0.0,37.4,39.48,billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_placeholders,4,broken,billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage,3,broken
61,0,True,2795,0.9911,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,45.0,1.0,51.0,1.0,0.8824,1.0,0.0,109.33,5.0,2,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090,0.0615,0.2266,0.5193,0.155,0.0046,12.0,13.03,2,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090,0.0615,0.0138,0.5193,0.155,0.0046,12.0,13.03,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_placeholders;parcor_high_short_rows,7,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_short_rows,6,broken
62,0,True,8799,0.9842,92,0.0,0.0,0.0,0.8913,0.0761,0.0,0.0,429.0,27.0,572.0,27.0,0.75,1.0,0.0,31.74,2.99,63,0.0635,0.0159,5.94,0.0,0.25,0.0,0.0,0.0,0.75,0.0,3632,0.1176,0.2384,0.5694,0.0986,0.0421,6.48,7.02,63,0.2381,0.0,5.03,0.0,0.2,0.0,0.0667,0.2667,0.4,0.0667,3632,0.1176,0.0088,0.5694,0.0986,0.0421,6.48,7.02,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_placeholders;parcor_high_short_rows,5,broken,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_short_rows,4,broken
63,1,True,1085,0.6608,256,0.0,0.0,0.0,0.1172,0.1836,0.1289,0.0547,312.0,236.0,427.0,284.0,0.7307,0.831,0.0,10.64,6.93,53,0.2453,0.434,4.32,0.1509,0.7692,0.2308,0.0,0.0,0.0,0.0,825,0.0158,0.6109,0.1952,0.0982,0.0,33.84,34.88,53,0.6981,0.0,1.75,0.2264,0.3243,0.2432,0.2162,0.1892,0.0,0.0,825,0.0158,0.0097,0.1952,0.0982,0.0,33.84,34.88,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_placeholders,3,broken,billex_high_multiword_ind,1,needs_attention
66,0,True,1661,0.991,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,4.0,12.0,4.0,0.9167,1.0,0.0,37.5,11.0,6,0.0,0.1667,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003,0.0169,0.3749,0.2433,0.1037,0.001,11.34,12.62,6,0.1667,0.0,4.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1003,0.0169,0.007,0.2433,0.1037,0.001,11.34,12.62,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_placeholders,5,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage,4,broken
67,0,True,3135,0.941,162,0.0062,0.0062,0.0185,0.4444,0.2037,0.0123,0.0,740.0,119.0,1015.0,129.0,0.7291,0.9225,0.0,38.91,5.65,65,0.0769,0.0308,2.17,0.0308,0.2,0.4,0.0,0.0,0.4,0.0,511,0.1233,0.4834,0.5401,0.0724,0.0372,82.61,83.38,65,0.1077,0.0,1.89,0.0308,0.1429,0.5714,0.0,0.0,0.2857,0.0,511,0.1233,0.0372,0.5401,0.0724,0.0372,82.61,83.38,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_placeholders;parcor_high_short_rows,5,broken,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_short_rows,4,broken
68,0,True,7546,0.0804,6936,0.0016,0.0016,0.0006,0.0283,0.3826,0.0006,0.0206,6517.0,2392.0,7310.0,7306.0,0.8915,0.3274,0.0,8.45,7.41,2343,0.9646,0.0188,1.17,0.0137,0.0881,0.8204,0.0,0.0,0.0376,0.0513,2044,0.0073,0.0088,0.2642,0.0494,0.0421,4.93,5.57,2343,0.9838,0.0,1.07,0.0175,0.0872,0.8161,0.0004,0.0004,0.043,0.0503,2044,0.0073,0.0,0.2642,0.0494,0.0421,4.93,5.57,,0,good,,0,good
70,0,True,354,0.5508,159,0.0,0.0,0.0,0.2453,0.1887,0.0063,0.0189,183.0,111.0,205.0,121.0,0.8927,0.9174,0.0,6.92,5.71,3,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.75,0.0625,0.0625,0.0,27.62,29.46,3,0.3333,0.0,0.67,0.3333,0.0,0.0,0.0,0.0,1.0,0.0,48,0.0,0.0,0.0625,0.0625,0.0,27.62,29.46,billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_too_few_rows;parcor_high_placeholders,5,broken,billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_too_few_rows,4,broken
71,0,True,904,0.1283,783,0.0,0.0,0.0,0.0447,0.0754,0.0396,0.0115,757.0,729.0,844.0,837.0,0.8969,0.871,0.0,6.28,5.98,28,0.25,0.0357,4.18,0.0,0.2857,0.2857,0.0,0.0,0.0,0.0,727,0.0,0.0358,0.2201,0.0096,0.0041,4.29,4.25,28,0.2857,0.0,4.11,0.0,0.25,0.25,0.0,0.0,0.125,0.0,727,0.0,0.033,0.2201,0.0096,0.0041,4.29,4.25,morph_low_tag_coverage,1,needs_attention,morph_low_tag_coverage,1,needs_attention
77,0,True,1782,0.2329,1284,0.0,0.0,0.0008,0.1931,0.1301,0.0911,0.0101,1493.0,1031.0,2028.0,1256.0,0.7362,0.8209,0.0,8.54,6.68,278,0.8201,0.0719,2.06,0.0432,0.2325,0.7149,0.0,0.0,0.0395,0.0,1353,0.0067,0.6194,0.1729,0.0599,0.0,13.3,15.09,278,0.9065,0.0,1.77,0.0432,0.2262,0.7063,0.004,0.004,0.0476,0.0,1353,0.0067,0.0185,0.1729,0.0599,0.0,13.3,15.09,billex_high_multiword_ind;parcor_high_placeholders,2,needs_attention,billex_high_multiword_ind,1,needs_attention
78,0,True,1196,0.9916,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,2.0,0,,,,,,,,,,,311,0.1383,0.3055,0.6463,0.0386,0.0096,36.73,37.13,0,,,,,,,,,,,311,0.1383,0.0096,0.6463,0.0386,0.0096,36.73,37.13,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;parcor_high_null_rate;parcor_high_placeholders;parcor_high_short_rows,6,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;parcor_high_null_rate;parcor_high_short_rows,5,broken
79,0,True,1877,0.594,754,0.0013,0.0013,0.0053,0.1353,0.1671,0.0451,0.0119,747.0,583.0,963.0,741.0,0.7757,0.7868,0.0,8.46,7.03,331,0.7432,0.0091,1.11,0.1118,0.3415,0.435,0.0,0.0,0.1585,0.0528,783,0.0077,0.2337,0.1596,0.0754,0.0026,42.19,41.57,331,0.7583,0.0,1.07,0.1178,0.3426,0.4263,0.008,0.0,0.1554,0.0558,783,0.0077,0.0013,0.1596,0.0754,0.0026,42.19,41.57,billex_high_multiword_ind;parcor_high_placeholders,2,needs_attention,billex_high_multiword_ind,1,needs_attention
84,0,True,1001,0.991,5,0.0,0.0,0.0,0.6,0.4,0.0,0.0,8.0,5.0,9.0,5.0,0.8889,1.0,0.0,8.2,7.4,2,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,0.053,0.2008,0.5985,0.0152,0.0227,8.97,9.3,2,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,264,0.053,0.0833,0.5985,0.0152,0.0227,8.97,9.3,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_null_rate;parcor_high_placeholders;parcor_high_short_rows,7,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;parcor_high_null_rate;parcor_high_short_rows,5,broken
85,0,True,1243,0.9493,26,0.0,0.0,0.0,0.7692,0.1538,0.0,0.0,180.0,13.0,209.0,17.0,0.8612,0.7647,0.0,46.46,4.04,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,0.0075,0.2575,0.0902,0.0357,0.0,51.93,52.78,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,0.0075,0.0113,0.0902,0.0357,0.0,51.93,52.78,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage;parcor_high_placeholders,5,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage,4,broken
87,1,True,2315,0.6648,761,0.0,0.0,0.0,0.184,0.134,0.0105,0.0118,990.0,711.0,1330.0,820.0,0.7444,0.8671,0.0,11.33,8.25,200,0.435,0.145,2.02,0.105,0.4138,0.5402,0.0,0.0,0.023,0.023,1009,0.0496,0.5164,0.4024,0.0714,0.002,51.84,53.95,200,0.615,0.0,1.47,0.12,0.4146,0.4797,0.0325,0.0163,0.0325,0.0244,1009,0.0496,0.0258,0.4024,0.0714,0.002,51.84,53.95,billex_high_multiword_ind;morph_low_tag_coverage;parcor_high_placeholders;parcor_high_short_rows,4,broken,billex_high_multiword_ind;parcor_high_short_rows,2,needs_attention
89,0,True,1153,0.0217,1128,0.0,0.0,0.0009,0.195,0.1321,0.0,0.0,988.0,955.0,1407.0,1243.0,0.7022,0.7683,0.0,6.85,6.89,106,0.9811,0.0283,1.21,0.0189,0.6442,0.1538,0.0,0.0,0.1058,0.0,935,0.0011,0.0011,0.0749,0.0053,0.0021,4.41,3.88,106,0.9906,0.0,1.09,0.0283,0.6476,0.1524,0.0,0.0,0.1048,0.0,935,0.0011,0.0,0.0749,0.0053,0.0021,4.41,3.88,billex_high_multiword_ind,1,needs_attention,billex_high_multiword_ind,1,needs_attention
91,0,True,10852,0.0791,10077,0.0002,0.0002,0.0,0.0612,0.1466,0.0341,0.0061,9614.0,5031.0,11439.0,10506.0,0.8405,0.4789,0.0,7.37,7.17,3668,0.9684,0.0164,1.14,0.0188,0.2266,0.694,0.0,0.0,0.0622,0.0087,4762,0.0004,0.0006,0.1302,0.0296,0.0118,4.82,4.89,3668,0.9853,0.0,1.05,0.0213,0.2274,0.6912,0.0,0.0011,0.0628,0.0086,4762,0.0004,0.0,0.1302,0.0296,0.0118,4.82,4.89,,0,good,,0,good
94,0,True,958,0.9436,27,0.0,0.0,0.0,0.8148,0.2222,0.0,0.0,170.0,19.0,200.0,19.0,0.85,1.0,0.0,39.81,4.04,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,0.0123,0.1534,0.2147,0.0675,0.0,72.45,72.58,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,0.0123,0.0,0.2147,0.0675,0.0,72.45,72.58,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage,4,broken,billex_too_few_rows;billex_high_multiword_ind;morph_too_few_rows;morph_low_tag_coverage,4,broken
